YORF	NAME	G0.05	G0.1	G0.15	G0.2	G0.25	G0.3	N0.05	N0.1	N0.15	N0.2	N0.25	N0.3	P0.05	P0.1	P0.15	P0.2	P0.25	P0.3	S0.05	S0.1	S0.15	S0.2	S0.25	S0.3	L0.05	L0.1	L0.15	L0.2	L0.25	L0.3	U0.05	U0.1	U0.15	U0.2	U0.25	U0.3
YLR096W	KIN2       || exocytosis || protein kinase activity || YLR096W || 1086051	-0.1	-0.18	0.04	0.06	-0.06	-0.02	0.35	0.4	-0.1	-0.29	-0.27	-0.05	-0.35	-0.13	-0.23	-0.25	-0.19	-0.16	0.3	-0.1	-0.19	-0.04	-0.13	-0.09	-0.3	-0.36	-0.16	-0.16	-0.15	-0.01	0.19	-0.11	-0.04	-0.06	0.09	0.03
YOR003W	YSP3       || protein catabolism || peptidase activity || YOR003W || 1080739	1.05	0.91	0.46	0.29	0.21	0.54	3.11	2.62	1.29	1.27	1.06	1.13	0.35	0.08	-0.08	-0.2	-0.3	-0.08	0.3	0.15	-0.11	-0.06	0.01	0.16	0.52	0.32	0.22	0.16	0.18	0.22	0.38	0.35	-0.04	0.09	0.29	0.29
YBR273C	UBX7       || ubiquitin-dependent protein catabolism* || molecular function unknown || YBR273C || 1084612	0.71	0.38	0.55	0.44	-0.06	0.04	0.86	0.61	-0.01	0.05	-0.06	-0.08	0.48	0.38	0.02	-0.48	-0.3	-0.57	0.72	0.54	0.05	0.06	0.05	-0.04	0.65	0.6	0.14	0.16	0.07	0.1	0.85	0.17	0.11	0.07	-0.02	-0.09
YDR288W	NSE3       || DNA repair || DNA binding || YDR288W || 1080890	0.6	0.68	0.3	0.11	-0.08	0.12	-0.13	0.62	1.45	1.1	0.76	0.14	0.68	0.59	0.6	0.53	0.32	0.34	0.73	0.76	0.58	0.53	0.58	0.33	0.27	0.36	-0.05	0.13	0.06	0.3	1.24	0.43	0.4	0.48	0.12	-0.14
YMR065W	KAR5       || karyogamy during conjugation with cellular fusion || molecular function unknown || YMR065W || 1081069	-0.07	0.29	-0.01	-0.06	-0.05	0.04	-0.37	0.15	1.41	1.28	1.01	0.37	1.13	0.67	0.65	0.61	0.35	0.22	0.63	0.59	0.8	0.66	0.74	0.49	-0.44	0.17	-0.15	0.06	0.05	0.32	-0.3	0.63	0.49	0.43	0.24	0.14
YPL197C	||  ||  || YPL197C || 1086650	-1.07	-0.85	-0.67	-0.23	0.12	0.32	-0.65	-0.28	-0.7	-0.64	-0.4	0.26	-0.92	-0.49	-0.9	-0.58	-0.27	0.95	1.88	-0.75	-0.09	0.08	0.06	0.23	-0.29	-0.82	0.25	0.24	0.25	0.6	1.21	0.04	0.19	0.57	0.33	0.35
YNR034W	SOL1       || tRNA-nucleus export* || molecular function unknown* || YNR034W || 1086881	0.11	-0.07	-0.09	0.14	-0.04	0.06	-0.8	-0.57	-0.86	-0.83	-0.59	-0.31	-0.72	-1	-1.01	-0.33	-0.54	-0.48	-0.83	-0.42	-0.51	-0.46	-0.39	-0.26	-0.3	0.14	-0.09	-0.03	0.08	-0.01	-0.51	0.12	0.23	-0.02	0.3	0.18
YPR058W	YMC1       || transport || transporter activity || YPR058W || 1082769	0.6	0.63	0.08	-0.03	0.04	0.16	-0.22	0.1	-0.1	0.26	0.12	0.6	-1.02	-1.08	-1.01	-1.08	-0.54	-0.19	-1	-0.85	-0.41	-0.36	-0.26	-0.31	0.05	0.19	0.19	0.16	-0.24	-0.3	-1.68	-0.7	-0.79	-0.39	-0.56	-0.43
YJR041C	URB2       || ribosome biogenesis* || molecular function unknown || YJR041C || 1086526	-0.7	-0.51	-0.4	-0.33	0.03	0.23	-1.37	-1.08	-0.2	-0.19	0.06	0.27	-0.04	0.06	0.28	0.39	0.43	0.63	-1.12	-0.59	0.05	0.03	-0.15	0.22	-0.64	-0.37	-0.23	-0.14	0.08	0.11	-1.4	-0.48	-0.2	-0.1	0.11	0.13
YNL113W	RPC19      || transcription from RNA polymerase I promoter* || DNA-directed RNA polymerase activity || YNL113W || 1085258	-0.43	0.01	-0.23	-0.41	-0.33	-0.1	-1.82	-1.12	0	-0.03	0.19	-0.28	-0.03	0.14	0.58	0.38	0.53	0.57	-0.24	-0.19	0.07	0.03	0.12	-0.03	-0.66	-0.18	-0.09	-0.13	-0.05	-0.01	-0.99	-0.18	0	0.14	-0.06	0.03
YKL120W	OAC1       || sulfate transport* || oxaloacetate carrier activity* || YKL120W || 1085042	-0.69	-0.79	-0.81	-0.71	-0.26	0.25	-1.6	-1.14	-0.77	-0.1	0.02	0.3	-1.52	-1.34	-1.28	-1.04	-0.24	0.01	-2.36	-1.64	-1.05	-0.8	-0.46	-0.38	2.51	2.74	2.25	2.14	1.54	0.59	-1.31	-0.61	-0.23	-0.13	-0.23	-0.04
YHR204W	MNL1       || ER-associated protein catabolism || carbohydrate binding || YHR204W || 1086188	-0.8	-0.78	-0.63	-0.45	-0.03	0.1	-0.31	-0.05	-0.84	-0.83	-0.73	-0.06	-0.46	-0.41	-0.46	-0.06	-0.15	0.39	-0.51	-0.92	-0.71	-0.52	-0.66	-0.25	-0.48	-0.44	-0.36	-0.38	-0.25	-0.27	-0.45	-0.63	-0.4	-0.75	-0.23	0.06
YGR244C	LSC2       || tricarboxylic acid cycle* || succinate-CoA ligase (ADP-forming) activity || YGR244C || 1081112	1.05	1	1.26	1.02	0.38	-0.14	1.07	0.84	0.45	0.25	0	-0.29	-0.05	0.09	0.02	-0.56	-0.81	-1.43	0.72	0.29	-0.07	-0.29	-0.17	-0.58	0	-0.11	-0.17	-0.42	-0.54	-0.73	-0.31	-0.22	-0.43	-0.33	-0.83	-0.87
YNL329C	PEX6       || peroxisome organization and biogenesis || ATPase activity || YNL329C || 1084808	0.66	0.33	0.45	0.51	0.33	0.35	0.69	0.5	0.28	0.16	-0.03	0.19	0.33	0.21	0.11	0.1	0.05	0.11	-0.52	0.13	0.04	0.08	-0.06	0.01	0.36	-0.02	0.25	0.01	-0.04	-0.03	0.17	-0.08	-0.12	-0.02	0.01	-0.03
YMR074C	|| biological process unknown || molecular function unknown || YMR074C || 1085952	-0.5	0.16	-0.18	-0.26	-0.09	-0.05	-0.85	-0.5	0.13	-0.12	0.08	-0.31	-0.33	-0.22	-0.05	0.13	0.05	0.18	0.39	0.55	0.54	0.39	0.53	0.29	0.11	0.12	0.17	0.21	0.21	0.32	0.79	0.43	0.64	0.64	0.19	-0.17
YER090W	TRP2       || tryptophan biosynthesis || anthranilate synthase activity || YER090W || 1084265	0.61	0.83	0.21	-0.14	0.04	0.16	-0.79	-0.67	-0.51	-0.3	-0.04	0.09	0.02	-0.01	-0.1	-0.11	-0.05	0.23	-0.71	-0.41	-0.16	-0.2	-0.04	-0.17	0.78	0.66	0.31	0.26	-0.16	-0.19	-1.13	-0.36	-0.23	0.08	-0.05	-0.13
YCR016W	|| biological process unknown || molecular function unknown || YCR016W || 1080689	-0.5	-0.5	-0.62	-0.74	-0.29	-0.02	-1.05	-0.48	0.34	0.55	0.63	0.13	0.71	0.59	0.97	0.79	0.86	0.67	-0.02	0.16	0.27	0.2	0.28	0.16	-0.65	-0.21	-0.27	-0.07	0.16	0.23	-0.6	-0.25	0.14	0.09	0.19	0.18
YBR047W	|| biological process unknown || molecular function unknown || YBR047W || 1082427	2.14	2.27	0.86	0.43	-0.66	-0.57	-1.46	-1.48	-0.48	-0.67	-1.17	-1.68	0.91	0.03	-0.39	-0.54	-1.22	-0.59	0.34	-0.44	-0.51	-0.28	-0.41	-0.46	2.31	2.29	1.2	1.31	0.07	-1.15	0.24	-0.61	-1.27	-0.53	-0.7	-2.21
YMR280C	CAT8       || positive regulation of transcription from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YMR280C || 1080682	1.17	1	1.53	1.49	1.08	-0.15	0.87	0.54	-0.15	-0.31	-0.64	-1.28	-0.78	-0.84	-1.04	-1.36	-1.75	-2.34	-0.06	-0.34	-0.8	-0.92	-0.98	-1.14	0.61	0.23	-0.05	-0.5	-0.86	-1.14	1.33	-0.21	-0.95	-1	-1.54	-1.66
YNL309W	STB1       || G1/S transition of mitotic cell cycle || transcriptional activator activity || YNL309W || 1080716	-0.61	-0.43	-0.11	-0.3	0.04	-0.16	1.02	1.02	-0.22	-0.18	-0.02	0.28	-0.6	-0.59	-0.3	-0.4	0.17	0.11	-0.115936	0.24	-0.27	-0.36	-0.27	-0.49	0.08	-0.44	0.07	0.01	-0.02	0.03	0.0554294	0.04	0.15	-0.17	-0.13	0.07
YHR083W	SAM35      || mitochondrial outer membrane protein import || protein binding || YHR083W || 1084059	0.18	0.05	0.36	0.61	0.16	0.28	-0.01	0.04	-0.32	-0.44	-0.29	0.07	-0.4	-0.44	-0.43	-0.34	-0.35	-0.2	-0.08	-0.04	-0.09	0.09	-0.05	0.08	0	0.06	0	-0.1	-0.17	0	-0.13	0.15	0.07	-0.1	0.05	0.05
YCR025C	||  ||  || YCR025C || 1086542	-0.42	-0.01	0.07	0.05	-0.23	-0.04	0.82	0.48	-0.28	-0.07	-0.5	-0.41	0.9	0.68	0.61	0.21	0.34	0.41	0.293137	-0.33	-0.22	0.05	-0.23	0.02	0.22	-0.3	0.01	0.06	-0.4	-0.08	0.69	-1.55	-0.56	0.14	-0.36	-0.46
YBR253W	SRB6       || transcription from RNA polymerase II promoter || RNA polymerase II transcription mediator activity || YBR253W || 1086864	0.01	0.44	-0.24	-0.36	-0.27	-0.41	0.55	0.35	1.01	0.25	0.31	-0.2	0.53	0.43	0.36	0.61	0.11	0.41	2.38	0.65	0.5	0.39	0.29	0.18	0.06	-0.08	-0.33	-0.11	-0.34	-0.31	0.99	0.16	0.05	0.08	-0.02	-0.45
YDR407C	TRS120     || ER to Golgi transport || molecular function unknown || YDR407C || 1085198	0.02	-0.02	0.04	-0.06	-0.05	-0.03	0.24	0.3	0.41	0.47	0.19	-0.05	0.43	0.21	0.14	0.24	0.17	0.15	0.77	0.5	0.45	0.37	0.41	0.36	0.28	0.23	0.02	-0.03	-0.06	0.06	0.15	0.1	0.02	0.1	0.11	0.02
YNL122C	|| biological process unknown || molecular function unknown || YNL122C || 1081303	-0.58	0.04	-0.33	-0.07	0.01	-0.16	-1.38	-0.93	-0.02	-0.64	-0.56	-0.92	-0.81	-0.51	-0.36	-0.49	-0.6	-0.62	0.02	-0.38	-0.6	-0.57	-0.4	-0.42	-0.79	-0.7	-0.65	-0.55	-0.45	-0.21	0.59	-0.35	-0.15	-0.05	-0.68	-0.71
YOR098C	NUP1       || mRNA-nucleus export* || protein binding* || YOR098C || 1082970	-0.1	-0.27	0.23	0.43	0.3	0.19	0.52	0.37	-0.56	-0.47	-0.5	0.3	-1.15	-0.85	-0.7	-0.85	-0.33	-0.29	-0.8	-0.14	-0.22	-0.01	-0.04	-0.01	-0.23	-0.39	0.13	-0.01	0.22	0.25	-0.36	-0.1	0.15	-0.1	0.16	0.5
YOR295W	UAF30      || transcription from RNA polymerase I promoter || RNA polymerase I transcription factor activity* || YOR295W || 1080924	-0.43	-0.02	-0.32	-0.44	-0.14	0.15	-1.38	-1.25	0.03	0.13	0.04	-0.07	0.28	0.45	0.56	0.64	0.4	0.41	-0.16	-0.06	0.15	0.03	0.26	-0.13	-0.39	-0.08	-0.11	0	-0.07	0.03	-0.85	-0.53	0	0.05	-0.04	-0.18
YKR030W	GMH1       || transport || molecular function unknown || YKR030W || 1085762	-0.03	-0.05	-0.25	-0.05	0	-0.12	-0.85	-0.4	0.36	0.03	-0.1	-0.1	0.05	-0.14	-0.3	-0.12	-0.14	-0.08	-0.83	-0.19	0.1	0.15	-0.07	0.16	-0.33	-0.01	-0.19	0.02	0.08	0.02	-0.74	0.38	-0.03	0.13	0.36	0.26
YNR023W	SNF12      || chromatin remodeling || general RNA polymerase II transcription factor activity || YNR023W || 1082683	-0.11	-0.3	0.07	0.19	0.16	-0.04	0.58	0.32	-0.04	-0.07	0.14	0.17	0.1	0.04	-0.08	-0.09	-0.13	0.16	0.4	0.02	0.12	0.16	0.23	0.13	0.05	-0.2	0.21	0.21	0.07	0.14	-0.1	-0.09	0.01	0.09	0.07	-0.07
YPL186C	UIP4       || biological process unknown || molecular function unknown || YPL186C || 1085973	2.69	1.64	1.4	1.35	0.51	-0.7	3.44	2.99	2.69	1.76	0.49	-0.98	1.99	1.29	0.82	0.05	-0.63	-1.41	2.24	1.69	0.08	-0.05	-0.13	-0.74	1.01	-0.08	-0.94	-1.02	-1.41	-1.26	2.58	1.79	0.06	-0.48	-0.86	-1.48
YJL140W	RPB4       || mRNA-nucleus export* || DNA-directed RNA polymerase activity || YJL140W || 1086714	0.65	0.81	0.36	0.19	0.04	0.11	0.19	0.28	0.74	0.39	0.32	-0.25	0.19	0.4	0.43	0.08	0.14	0	1.4	0.59	0.44	0.34	0.48	0.05	0.5	0.55	0.24	0.31	-0.02	0.26	1.11	0.29	0.23	0.57	0.02	-0.22
YDL113C	ATG20      || protein-vacuolar targeting* || lipid binding || YDL113C || 1086370	0.7	0.53	0.34	0.1	-0.16	-0.22	1.12	1.22	0.96	0.86	0.26	-0.29	0.79	0.86	0.71	0.54	0.28	0.2	2.08	0.82	0.55	0.38	0.59	0.23	0.57	0.58	0.26	0.31	-0.23	-0.19	1.71	0.68	0.08	0.3	-0.09	-0.52
YDR200C	VPS64      || protein-vacuolar targeting* || molecular function unknown || YDR200C || 1085137	0.33	-0.12	-0.1	-0.23	-0.18	-0.19	0.55	0.5	0.37	0.56	0.28	-0.14	1.15	0.71	0.66	0.41	0.3	0.31	0.75	0.16	0.03	-0.02	0.07	-0.07	0.48	0.06	-0.15	-0.29	-0.27	-0.21	1.01	0.07	-0.05	-0.07	-0.05	-0.25
YPR047W	MSF1       || protein biosynthesis || phenylalanine-tRNA ligase activity || YPR047W || 1084330	-0.14	-0.39	-0.24	0.03	0.32	0.36	-0.21	-0.29	-0.27	-0.49	-0.42	-0.34	-0.43	-0.32	-0.41	-0.67	-0.57	-0.62	0.15	-0.55	-0.71	-0.75	-0.56	-0.69	-0.68	-0.61	-0.01	-0.14	0.08	0.15	0.01	-0.64	-0.37	-0.13	-0.41	-0.27
YJR030C	|| biological process unknown || molecular function unknown || YJR030C || 1086072	-0.9	-0.58	-0.66	-0.27	0.11	0	0.02	0.08	-0.14	-0.11	-0.06	0.35	-0.27	0.08	0.21	0.37	0.36	0.55	-0.28	-0.19	0.12	0.05	-0.06	0.17	-0.05	-0.44	-0.09	-0.2	-0.04	-0.09	-0.25	-0.51	-0.15	-0.13	-0.07	0.08
YMR054W	"STV1       || vacuolar acidification || hydrogen-transporting ATPase activity, rotational mechanism || YMR054W || 1081017"	-0.34	-0.38	0.04	0.2	-0.24	-0.42	-0.22	0.07	0.11	-0.12	-0.1	-0.23	-0.03	0.14	0.06	0.15	0.05	0.38	-1	-0.1	-0.14	0.17	-0.14	0.11	0.15	0.42	0.21	0.32	0.07	-0.18	0.59	0.29	-0.21	-0.16	-0.09	-0.11
YNL102W	POL1       || DNA replication initiation* || alpha DNA polymerase activity || YNL102W || 1081269	-0.96	-0.58	-0.44	-0.17	0.18	0.12	0.15	0.03	-0.36	-0.22	0.01	0.1	0.26	0.38	0.47	0.49	0.44	0.38	-0.47	-0.2	0	-0.11	-0.16	-0.03	-0.35	-0.51	0.18	0.09	0.04	0.01	-0.85	-0.73	-0.22	-0.17	-0.24	-0.28
YHR092C	HXT4       || hexose transport || glucose transporter activity* || YHR092C || 1084292	-2.03	-3.16	-3.25	-2.94	-2.35	0.55	0.96	1.13	1.24	1.7	1.49	1.88	2.82	2.92	2.72	3.43	3.88	4.26	0.34	0.93	1.55	1.91	2	2.57	2.27	2.08	1.97	2.12	2.37	2.26	2.66	2.67	3.19	2.28	2.53	2.36
YBR262C	|| biological process unknown || molecular function unknown || YBR262C || 1085739	-0.34	0.4	-0.33	-0.25	-0.02	-0.35	-1.71	-1.63	-0.55	-0.85	-0.86	-1.33	-0.65	-0.38	-0.17	-0.09	-0.49	-0.84	-1.09	-0.73	-0.78	-0.86	-0.73	-0.93	-0.23	-0.2	-0.73	-0.73	-0.89	-0.8	-0.51	-1.09	-0.75	-0.63	-1.33	-1.46
YLR094C	GIS3       || intracellular signaling cascade || molecular function unknown || YLR094C || 1085648	0.36	0.33	0.53	0.35	-0.04	0.12	0.52	0.6	0.03	-0.14	-0.15	0.2	0.06	-0.04	-0.22	-0.2	-0.27	-0.34	-0.55	-0.2	-0.24	-0.15	-0.14	-0.13	0.82	0.7	0.5	0.32	0.31	-0.09	0.7	0.53	0.56	0.32	0.42	0.15
YDL199C	|| biological process unknown || molecular function unknown || YDL199C || 1084574	0.97	0.7	0.27	0.41	0.04	0.46	1.55	1.52	0.34	0.31	-0.32	-0.11	0.56	0.44	0.26	0.26	-0.17	-0.04	1.11	0.94	0.38	0.55	0.22	0.64	1.49	1.15	0.31	0.56	0.24	-0.13	0.62	0.36	-0.07	-0.23	0.14	0.18
YOR078W	BUD21      || processing of 20S pre-rRNA || snoRNA binding || YOR078W || 1084416	-0.57	-0.35	-0.38	-0.38	-0.36	-0.01	-0.47	-0.2	0.19	0.39	0.45	-0.03	0.55	0.54	0.54	0.42	0.64	0.12	0.51	-0.08	0.05	-0.01	0.14	-0.12	-0.28	-0.14	-0.18	-0.24	-0.1	-0.03	-0.01	-0.52	0.03	-0.09	-0.08	-0.06
YNL188W	KAR1       || spindle pole body duplication in nuclear envelope* || protein binding || YNL188W || 1083647	-0.75	-0.33	-0.28	-0.3	-0.15	0.01	-0.34	-0.16	0.61	0.34	0.44	-0.04	-0.06	-0.07	0.2	0.09	0.23	-0.08	0.26	0.26	0.31	0.19	0.23	-0.03	-0.64	-0.29	-0.06	-0.06	-0.02	-0.07	-0.12	-0.2	-0.01	0.11	-0.04	-0.06
YGR233C	PHO81      || phosphate metabolism || cyclin-dependent protein kinase inhibitor activity || YGR233C || 1081216	0	0.16	-0.05	-0.05	-0.35	-0.43	1.25	0.86	0.74	0.38	0.2	0.07	3.7	3.82	3.53	3.69	3	2.87	1.26	0.72	0.3	0.16	0.12	0.08	0.31	-0.08	-0.18	-0.35	-0.27	-0.24	1.42	0.46	-0.01	-0.1	-0.15	-0.27
YKL195W	MIA40      || protein targeting* || molecular function unknown || YKL195W || 1080881	0.07	-0.34	0.04	0.38	0.15	0.22	-0.39	-0.63	-0.8	-0.65	-0.5	-0.72	-1.63	-1.48	-1.43	-1.84	-1.54	-2.22	0.01	-0.7	-1.04	-1.16	-0.71	-1.23	-0.81	-0.52	-0.41	-0.53	-0.26	-0.27	-1.15	-1.01	-0.34	-0.5	-0.87	-0.69
YDR286C	|| biological process unknown || molecular function unknown || YDR286C || 1081023	-0.08	0.34	0.02	0.14	0.3	0.19	-0.79	-0.39	0.74	0.59	0.36	-0.13	0.21	-0.28	-0.23	0.13	-0.36	0.14	0.85	0.42	0.28	0.39	0.46	0.45	0.04	-0.19	-0.33	-0.1	-0.01	0.14	0.68	-0.05	0.13	0.32	0.07	-0.18
YIR041W	|| biological process unknown || molecular function unknown || YIR041W || 1084450	0.66	0.58	0.81	0.69	0.45	0.2	0.88	0.38	-0.16	-0.27	-0.23	-0.13	-0.25	-0.5	-0.4	-0.5	-0.57	-0.34	0.16	-0.24	-0.31	-0.32	-0.18	-0.25	0.79	0.42	0.44	0.44	0.2	0.17	1.21	0.85	0.61	0.28	0.3	0.2
YHR072W	ERG7       || ergosterol biosynthesis || lanosterol synthase activity || YHR072W || 1086748	0.6	0.53	0.6	0.34	0.27	0.39	1.33	1.05	0.47	0.1	0.25	0.28	0.04	0.43	0.1	-0.09	0.1	0.16	0.56	0.5	0.44	0.19	0.13	-0.02	0.42	0.25	0.23	0.11	0.06	0.11	0.5	-0.06	0.25	0.11	0.2	0.1
YCR014C	POL4       || double-strand break repair via nonhomologous end-joining* || beta DNA polymerase activity || YCR014C || 1081601	0.63	0.28	0.11	-0.14	-0.21	-0.16	0.76	0.62	0.9	0.86	0.42	0.07	1.18	0.69	0.61	0.59	0.13	0.06	1.24	1.09	0.87	0.45	0.47	0.08	0.7	0.18	-0.16	-0.01	-0.07	-0.16	1.12	0.25	0.09	0.11	-0.02	-0.18
YBR045C	GIP1       || spore wall assembly (sensu Fungi) || protein phosphatase 1 binding || YBR045C || 1083348	1.23	0.82	-0.1	0.07	-0.29	-0.15	0.36	-0.28	1.09	0.93	0.83	0.23	0.6	0.31	0.62	0.61	0.28	-0.34	0.458996	0.28	0.25	0.01	0.16	0.14	0.61	0.26	-0.1	0.2	0.38	0.7	0.588018	0.41	0.41	0.52	-0.1	0.3
YOR284W	HUA2       || actin cortical patch assembly || molecular function unknown || YOR284W || 1086055	-0.2	0.18	0.11	-0.01	0.34	0.38	-0.67	-0.1	1.11	0.74	0.41	0.28	0.47	0.39	0.48	0.74	0.56	0.39	0.38	0.85	0.76	0.62	0.83	0.55	-0.36	0.25	0.2	0.3	0.27	0.53	-0.36	0.69	0.41	0.48	0.23	0.15
YJR010W	MET3       || methionine metabolism* || sulfate adenylyltransferase (ATP) activity || YJR010W || 1085081	-1.48	-1.3	-0.62	-0.25	0.07	0.12	-0.99	-0.96	-0.91	-0.49	-0.37	0.14	-2.21	-2.15	-1.53	-1.63	-0.62	-0.17	2.43	2.09	2.19	1.98	2.21	1.71	-1.36	-0.65	-0.03	-0.13	0.23	0.48	-1.99	-0.42	-0.28	0.1	-0.01	0.39
YNL111C	CYB5       || sterol biosynthesis || electron transporter activity || YNL111C || 1081310	-0.69	-0.35	-0.58	-0.38	0.34	0.54	-1.17	-0.29	0.64	0.54	0.55	0.53	1.31	0.95	1.02	1.25	1.04	1.28	-0.45	-0.05	0.33	0.39	0.38	0.52	-1.31	-1.24	-0.78	-0.58	-0.07	0.24	-1.33	-0.65	0.06	0.4	0.07	0.28
YBR242W	|| biological process unknown || molecular function unknown || YBR242W || 1086925	-0.29	0.03	-0.64	-0.64	-0.21	0.06	-0.87	-0.55	0.06	0.22	0.16	-0.06	1	0.8	0.73	0.66	0.56	0.83	-0.09	-0.18	0.04	0.06	0.06	0.01	0.04	0.01	-0.15	-0.02	-0.1	0.12	0.36	-0.25	-0.06	0.11	0	-0.14
YMR043W	MCM1       || regulation of transcription from RNA polymerase II promoter* || DNA binding* || YMR043W || 1083999	0.1	-0.02	0.27	0.44	0.09	-0.02	0.93	0.72	-0.3	-0.52	-0.15	0.12	-0.51	-0.51	-0.29	-0.18	-0.44	-0.67	-0.09	0.02	-0.62	-0.3	-0.41	-0.18	0.14	-0.24	0.01	-0.13	0.1	0.15	0.49	0.5	0.6	0.23	0.45	0.62
YNL197C	WHI3       || regulation of cell size || RNA binding || YNL197C || 1085846	-0.35	-0.45	-0.11	0.12	0.07	0.17	0.45	0.79	0.05	-0.14	-0.2	0.31	-0.45	-0.26	-0.27	0.01	0	0.03	-0.14009	0.05	-0.12	0.01	-0.23	0.23	-0.77	-0.48	0.21	0.08	0.1	0.03	-0.585917	-0.02	-0.17	-0.31	0.03	0.54
YNR012W	URK1       || pyrimidine salvage || uridine kinase activity || YNR012W || 1085774	-0.51	-0.29	-0.15	-0.01	0.29	0.53	1.04	1.09	1.02	0.74	0.73	0.9	-0.31	-0.14	0.09	0.2	0.38	0.37	0.22	0.13	0.43	0.33	0.35	0.29	-0.35	-0.06	0.01	0.04	0.39	0.49	-1.18	0.09	0.3	0.11	0.39	0.53
YJR096W	|| arabinose catabolism* || aldo-keto reductase activity* || YJR096W || 1081068	1.65	1.08	0.79	0.7	0.23	0.26	1.74	1.1	1.01	0.64	0.39	0.11	2.75	1.82	1.06	0.75	0.41	0.24	1.78	1.21	0.73	0.53	0.55	0.27	0.92	0.49	0.11	0.11	0.12	0.15	1.86	1.17	0.5	0.55	0.33	0.12
YDR069C	DOA4       || endocytosis* || endopeptidase activity* || YDR069C || 1081893	0.26	0.13	0.02	0.18	-0.06	-0.33	1.07	0.93	0.63	0.43	0.21	-0.03	0.62	0.69	0.34	0.29	0.04	0.37	0.79	0.77	-0.05	0.28	0.1	0.23	0.16	0.42	0.05	-0.09	-0.23	-0.2	0.84	0.58	-0.02	0	0.16	-0.13
YDL179W	PCL9       || cell cycle || cyclin-dependent protein kinase regulator activity || YDL179W || 1085191	-1.15	-0.55	0.29	0.38	0.01	0.09	-1.05	-0.54	-0.33	-0.49	-0.41	-0.09	-0.4	-0.29	-0.28	-0.07	-0.39	-0.45	-1.26	-0.67	-0.54	-0.32	-0.28	-0.1	-1.05	-0.63	-0.25	-0.21	-0.18	0.01	-0.52	-0.43	-0.13	0.02	0.01	0.13
YPR036W	"VMA13      || vacuolar acidification || hydrogen-transporting ATPase activity, rotational mechanism || YPR036W || 1086860"	-0.75	-0.12	-0.07	0.02	-0.32	-0.41	0.11	-0.16	-0.26	-0.42	0.18	0.13	-0.19	-0.25	-0.25	-0.47	-0.24	-0.49	0.09	0.13	0.15	-0.02	0.24	-0.08	-0.11	-0.01	0.15	0.15	0	0.03	-0.4	-0.02	0.26	0.31	0.14	0.11
YDL188C	PPH22      || protein biosynthesis* || protein phosphatase type 2A activity || YDL188C || 1082200	0.29	0.08	0.07	0.25	0.11	0.18	0.52	0.5	0.04	0.09	-0.28	0.29	0.52	0.34	0.23	0.17	0.32	0.25	-0.15	0.22	-0.02	0.05	-0.01	-0.01	0.05	0.09	0.08	0.1	0.06	0.14	0.43	0.29	0.03	0	0.16	0.3
YOL146W	PSF3       || DNA-dependent DNA replication || DNA binding || YOL146W || 1086369	0.19	0.59	-0.19	-0.32	0	0.05	-0.14	0.37	0.69	0.46	0.18	-0.22	0.31	0.21	0.33	0.28	0.32	0.49	0.28	0.63	0.62	0.46	0.61	0.23	0.13	0.27	0.1	0.17	0.13	0.39	0.91	0.28	0.19	0.43	0.11	0
YLR083C	EMP70      || transport || transporter activity || YLR083C || 1084231	-0.41	-0.19	-0.52	-0.28	-0.17	-0.12	-0.09	0.26	0.11	0.04	0.02	0.04	-0.54	-0.39	-0.22	-0.13	-0.17	0.09	-0.32	0.13	0.04	-0.01	-0.14	0.12	-0.55	-0.36	-0.37	-0.18	-0.14	-0.08	-1.28	-0.34	-0.29	-0.18	-0.05	0.18
YNL307C	MCK1       || protein amino acid phosphorylation* || glycogen synthase kinase 3 activity* || YNL307C || 1082823	-0.34	-0.3	-0.27	-0.09	-0.43	-0.56	0.1	0.32	0.02	-0.28	-0.33	-0.57	-0.98	-0.81	-0.67	-0.44	-0.49	-0.59	-0.91	0.82	0.08	0.18	-0.12	0.12	-0.97	-0.48	-0.47	-0.31	-0.31	-0.56	-1.62	-0.25	-0.31	-0.63	-0.14	-0.09
YKL184W	SPE1       || pantothenate biosynthesis* || ornithine decarboxylase activity || YKL184W || 1084207	-0.19	0.24	0.03	0.17	0	-0.01	0.4	0.37	0.05	-0.28	-0.13	0.19	-0.68	-0.26	-0.47	-0.32	-0.04	-0.5	-0.63	0.33	0.22	-0.1	-0.12	-0.28	-0.11	0.31	0.04	-0.07	0.06	-0.2	-1.53	-0.43	-0.46	-0.73	-0.48	-0.25
YDR049W	|| biological process unknown || molecular function unknown || YDR049W || 1086450	0.02	-0.3	-0.38	-0.32	-0.26	-0.2	0.51	0.3	-0.09	-0.1	-0.14	-0.31	-0.06	0.01	-0.22	-0.4	-0.31	-0.11	0.15	-0.13	-0.18	-0.08	-0.02	-0.23	0.16	-0.06	-0.18	-0.12	-0.19	0.04	0.37	-0.29	-0.2	-0.07	-0.17	-0.14
